MaSV,HoSV,TenDemSV,TenSV,NgaySinh,DiaDiem,GioiTinh,CCCD,Email,SDT
20220290,Hồ,Tâm,Miên,2003-08-08,Lai Châu                                                                                            ,Nữ        ,40204010340,mien.ho220290@sis.hust.edu.vn                                                                       ,12345340
20220291,Ngô,Hải,Chi,2003-05-11,Quảng Nam                                                                                           ,Nam       ,40204010341,chi.ngo220291@sis.hust.edu.vn                                                                       ,12345341
20220292,Nguyễn,Hồng,Thêu,2003-08-10,Thừa Thiên Huế                                                                                      ,Nữ        ,40204010342,theu.nguyen220292@sis.hust.edu.vn                                                                   ,12345342
20220293,Trần,Tâm,Kim,2003-05-10,Thừa Thiên Huế                                                                                      ,Nam       ,40204010343,kim.tran220293@sis.hust.edu.vn                                                                      ,12345343
20220294,Bùi,Hồng,Bình,2003-09-23,Quảng Ngãi                                                                                          ,Nam       ,40204010344,binh.bui220294@sis.hust.edu.vn                                                                      ,12345344
20220295,Phạm,Đức,Trúc,2003-09-26,Vĩnh Phúc                                                                                           ,Nữ        ,40204010345,truc.pham220295@sis.hust.edu.vn                                                                     ,12345345
20220296,Bùi,Văn,Trân,2003-02-15,Quảng Trị                                                                                           ,Nữ        ,40204010346,tran.bui220296@sis.hust.edu.vn                                                                      ,12345346
20220297,Hồ,Thu,Diên,2003-06-17,Khánh Hòa                                                                                           ,Nam       ,40204010347,dien.ho220297@sis.hust.edu.vn                                                                       ,12345347
20220298,Lê,Đức,Hải,2003-11-21,Hưng Yên                                                                                            ,Nam       ,40204010348,hai.le220298@sis.hust.edu.vn                                                                        ,12345348
20220299,Vũ,Hồng,Triệu,2003-03-26,Cao Bằng                                                                                            ,Nữ        ,40204010349,trieu.vu220299@sis.hust.edu.vn                                                                      ,12345349
20220300,Hoàng,Văn,Khả,2003-08-18,Hoà Bình                                                                                            ,Nữ        ,40204010350,kha.hoang220300@sis.hust.edu.vn                                                                     ,12345350
